type,source,destination,status,hash,notes
footprint,,footprints/microcontrollers/ESP32-H2-MINI-1.pretty/ESP32-H2-MINI-1.kicad_mod,UNCHANGED,2ff662cef32e1dfc85946a1e7cde709b4101564b78fa8e49e91a62dc50d6ef3b,imported from https://github.com/espressif/kicad-libraries; 3D model ref repointed from ${KICAD8/9_3RD_PARTY} (PCM-install-only path) to this library's own 3dmodels/
footprint,,footprints/microcontrollers/ESP32-MINI-1.pretty/ESP32-MINI-1.kicad_mod,UNCHANGED,367cd69696eaeb82e02bd16b709cedcc5578af1fc88e95e5911091b5076fa7c0,imported from https://github.com/espressif/kicad-libraries; 3D model ref repointed from ${KICAD8/9_3RD_PARTY} (PCM-install-only path) to this library's own 3dmodels/
footprint,,footprints/microcontrollers/ESP32-S2-MINI-1.pretty/ESP32-S2-MINI-1.kicad_mod,UNCHANGED,cad072292ff1ae90cf9adda260a94f79fd4bffa5729f7fb9b21c1140d3c7a453,imported from https://github.com/espressif/kicad-libraries; 3D model ref repointed from ${KICAD8/9_3RD_PARTY} (PCM-install-only path) to this library's own 3dmodels/
footprint,,footprints/microcontrollers/ESP32-S2-SOLO.pretty/ESP32-S2-SOLO.kicad_mod,UNCHANGED,79a6ba09f906b1bb80803b3db7130b6d2651753f01877f72829d02fff71fd07d,imported from https://github.com/espressif/kicad-libraries; 3D model ref repointed from ${KICAD8/9_3RD_PARTY} (PCM-install-only path) to this library's own 3dmodels/
footprint,,footprints/microcontrollers/ESP32-S2-WROOM.pretty/ESP32-S2-WROOM.kicad_mod,UNCHANGED,a6d56805796c7990b00edd6799753c15e4faaf4f085f52eb62376d56b04a6324,imported from https://github.com/espressif/kicad-libraries; 3D model ref repointed from ${KICAD8/9_3RD_PARTY} (PCM-install-only path) to this library's own 3dmodels/
footprint,,footprints/microcontrollers/ESP32-S2-WROVER.pretty/ESP32-S2-WROVER.kicad_mod,UNCHANGED,b340b4c2dd94f2bb346c06d386aa6e9c3d26ca793e333c6082bb463ab28d115f,imported from https://github.com/espressif/kicad-libraries; 3D model ref repointed from ${KICAD8/9_3RD_PARTY} (PCM-install-only path) to this library's own 3dmodels/
footprint,,footprints/microcontrollers/ESP32-S3-MINI-1.pretty/ESP32-S3-MINI-1.kicad_mod,UNCHANGED,a5fec8213b6e57fd80c85b3d5bfeb0046e92554f78a598fdcba954bc65f74f25,imported from https://github.com/espressif/kicad-libraries; 3D model ref repointed from ${KICAD8/9_3RD_PARTY} (PCM-install-only path) to this library's own 3dmodels/
footprint,,footprints/microcontrollers/ESP32-S3-WROOM-1.pretty/ESP32-S3-WROOM-1.kicad_mod,UNCHANGED,66e187608335afcf5d8f30ea606127b623b169c0c061a55a5b396f428bc886d9,imported from https://github.com/espressif/kicad-libraries; 3D model ref repointed from ${KICAD8/9_3RD_PARTY} (PCM-install-only path) to this library's own 3dmodels/
footprint,,footprints/microcontrollers/ESP32-S3-WROOM-2.pretty/ESP32-S3-WROOM-2.kicad_mod,UNCHANGED,10e5598f48a0de11d0a795e0d70fda9319a8e295a2805b96b9c131234d762c04,imported from https://github.com/espressif/kicad-libraries; 3D model ref repointed from ${KICAD8/9_3RD_PARTY} (PCM-install-only path) to this library's own 3dmodels/
footprint,,footprints/microcontrollers/ESP32-S31-WROOM-3.pretty/ESP32-S31-WROOM-3.kicad_mod,UNCHANGED,8a4777355d212dac37d80b5396266751c0f9bd19827b944acef729f89f9ed060,REPLACED an earlier easyeda2kicad.py footprint with the official one from https://github.com/espressif/kicad-libraries; 3D model ref repointed from ${KICAD8_3RD_PARTY} (PCM-install-only path) to this library's own 3dmodels/microcontrollers/
footprint,,footprints/microcontrollers/ESP32-WROOM-E.pretty/ESP32-WROOM-32E.kicad_mod,UNCHANGED,f621a38328e76364355f894770f43286b05c36c391089f841cd78cec06820de4,imported from https://github.com/espressif/kicad-libraries; 3D model ref repointed from ${KICAD8/9_3RD_PARTY} (PCM-install-only path) to this library's own 3dmodels/
footprint,,footprints/microcontrollers/ESP32-WROVER-E.pretty/ESP32-WROVER-E.kicad_mod,UNCHANGED,df0ce4bf48e5a782d4141cef2852dfd2133b160a528214393b9967d7917fd2a8,imported from https://github.com/espressif/kicad-libraries; 3D model ref repointed from ${KICAD8/9_3RD_PARTY} (PCM-install-only path) to this library's own 3dmodels/
footprint,,footprints/microcontrollers/ESP8684-WROOM-02C_U.pretty/ESP8684-WROOM-02C.kicad_mod,UNCHANGED,b612f137faad57eb6f377cfa7f9b6f87e61ecabff98d74ff49d40d1023cf6eed,imported from https://github.com/espressif/kicad-libraries; 3D model ref repointed from ${KICAD8/9_3RD_PARTY} (PCM-install-only path) to this library's own 3dmodels/
footprint,,footprints/other/IC_TPS63020DSJT.pretty/IC_TPS63020DSJT.kicad_mod,UNCHANGED,82007621f5cb1353c5925cfd12893df95be21931d1349f46b220d87dfc1221be,"wrapped into its own .pretty library (was a loose standalone .kicad_mod, invisible to fp-lib-table); 3D model reference added"
footprint,,footprints/other/SOT95P280X145-5N.pretty/SOT95P280X145-5N.kicad_mod,UNCHANGED,21fef7d300dca09281ce18b297a5fa295b775639f5ed6a81da42a32aec1abe0e,shared footprint for MIKILAB_TPS7A2012PDBVR and MIKILAB_TPS7A2018PDBVR; a duplicate 'SOT95P280X145-5N_2.kicad_mod' existed and was removed after SHA256 comparison showed the only difference was KiCad's internal 'tedit' timestamp (geometry/pads/silkscreen/courtyard byte-identical)
footprint,,footprints/other/abracon.pretty/ASVMB.kicad_mod,UNCHANGED,a37954b375aa8d2b9023b2f2fb4b9b63c0ca2d0058849f4074c8b79f470e4b23,category=other;library=abracon.pretty
footprint,,footprints/other/alps.pretty/ALPS_SCHA4B0100.kicad_mod,UNCHANGED,5b00ce206569cc2ba2018d81938a583bff503280f5e447554b2cbc3f11da273e,category=other;library=alps.pretty
footprint,,footprints/other/alps.pretty/ALPS_SCHA4B0400.kicad_mod,UNCHANGED,526f2b905c7f54ffdd5f22f4c060f9d5e8f80f0c61c77993f0aa92089194618d,category=other;library=alps.pretty
footprint,,footprints/other/alps.pretty/ALPS_SCHA4B0419.kicad_mod,UNCHANGED,e1aaf4b3a97e881f70fe64ecd08b64cd448adf8a542c5b45f8e431f0b25c0575,category=other;library=alps.pretty
footprint,,footprints/other/amp_te.pretty/1775838-2.kicad_mod,UNCHANGED,da47ea9aa5ce2f86cd85744d808f1bdcf1ffb03ca56a852c9c664a1406180966,category=other;library=amp_te.pretty
footprint,,footprints/other/amp_te.pretty/1909763-1.kicad_mod,UNCHANGED,ab6b53e39a6f69516a1902167fa4fd73aba55bbb1c06746f80e34ce41e05e934,category=other;library=amp_te.pretty
footprint,,footprints/other/amp_te.pretty/2013289.kicad_mod,UNCHANGED,f11093b64e932cf2702cb041761640e05b52ddae1e70284d1f5018f200b9f7f0,category=other;library=amp_te.pretty
footprint,,footprints/other/amphenol.pretty/12401610E4#2A.kicad_mod,UNCHANGED,9f14463c9a46d57e0a217bccf64e60aa2e3fe9526df40c98eacaa2fcb85857c9,category=other;library=amphenol.pretty
footprint,,footprints/other/amphenol.pretty/AMPHENOL_RJHSE5080.kicad_mod,UNCHANGED,85f5ecb75426fe373337fcdaf45a5683cd83396d9e1bbdf6602b10d4a2e88f9d,category=other;library=amphenol.pretty
footprint,,footprints/other/amphenol.pretty/AMPHENOL_RJHSE508004.kicad_mod,UNCHANGED,021947afa48eaadb65978a39cd7a8e724977c6cd95d820f134a9331290d0ed85,category=other;library=amphenol.pretty
footprint,,footprints/other/amphenol.pretty/ICD15S13E4GX.kicad_mod,UNCHANGED,6b096ca5b2d02d18513e3af2976af1b91a8c883678221987adce199e7ffd8738,category=other;library=amphenol.pretty
footprint,,footprints/other/bat_coin.pretty/MPD_BU2032SM-BT-G.kicad_mod,UNCHANGED,8bc99418ddcd8f339c0c9730e9117c2116dda5bc231237cda5c531b5ae7c4c8a,category=other;library=bat_coin.pretty
footprint,,footprints/other/beaglebone_black.pretty/beaglebone_black.kicad_mod,UNCHANGED,ade2b063c225aa207ccf3b8f69e437faf0203881cf490ca2c2ff1dc12c9d1b27,category=other;library=beaglebone_black.pretty
footprint,,footprints/other/bel_fuse.pretty/SS-51000-003.kicad_mod,UNCHANGED,3f83a3b8d2cc9cb37a057a3111344fdeba9e3624471e6d5106bd7c6185616740,category=other;library=bel_fuse.pretty
footprint,,footprints/other/bourns.pretty/BOURNS_SRN6045.kicad_mod,UNCHANGED,e6f7a4357563cc892aff623fe18074d3f33ad3d45a135ee971fa544aacabe725,category=other;library=bourns.pretty
footprint,,footprints/other/bourns.pretty/BOURNS_SRR1260.kicad_mod,UNCHANGED,79c25e10804dc3d034eaf2c0881b7018738676732331ac751c400e67d6bc14ef,category=other;library=bourns.pretty
footprint,,footprints/other/bourns.pretty/BOURNS_SRR1280.kicad_mod,UNCHANGED,bb7601166a6265f0fc737633895feddc07edae411cbe5cd1e44957453f0ea9a6,category=other;library=bourns.pretty
footprint,,footprints/other/bourns.pretty/MF-LSMF.kicad_mod,UNCHANGED,ae857f8de7a17a569952bf09a0ed192a0ff041e4c3a8bcb7371805ed4944142a,category=other;library=bourns.pretty
footprint,,footprints/other/ck.pretty/CK_TPA511G.kicad_mod,UNCHANGED,ccc87b23f6f97006076560324bd4ff5d9ccb71bca9f781fc07b436cb567f12ab,category=other;library=ck.pretty
footprint,,footprints/other/ck.pretty/CK_TSWB-3N-CB222_LFS.kicad_mod,UNCHANGED,034a41ec70672f86b03ba08184ae1475c9ecfc4e3678f845ecfc1a0309c60642,category=other;library=ck.pretty
footprint,,footprints/other/coilcraft.pretty/LPS4018.kicad_mod,UNCHANGED,7f637bf368ff8d8478ec5075dc1e2a2da9c4a25bb0f36b60c056825f997e7679,category=other;library=coilcraft.pretty
footprint,,footprints/other/coilcraft.pretty/LPS5010.kicad_mod,UNCHANGED,d3f9feb74e59ed3a8e8594910fdf186f57a087dc55814df620b2208b71dbc852,category=other;library=coilcraft.pretty
footprint,,footprints/other/coilcraft.pretty/SER1590.kicad_mod,UNCHANGED,314ca770bfbcb00955d66e767e3c286bd30d682dba714755bd8a95021f5b754e,category=other;library=coilcraft.pretty
footprint,,footprints/other/cts.pretty/219-2MST.kicad_mod,UNCHANGED,692ba3dcf2f8ac749d0bd008b32a097573207b838bb26624ad6d865c6d5e7eec,category=other;library=cts.pretty
footprint,,footprints/other/cui.pretty/CUI_CMA-4544PF-W.kicad_mod,UNCHANGED,e422f1bec52339ef221241df3c1c7ba1b07e1c39c52455d4f4a34a06b6d65d1d,category=other;library=cui.pretty
footprint,,footprints/other/cui.pretty/CUI_PJ-102[AB]H.kicad_mod,UNCHANGED,7f35bdddb4bd8b9e5f7389563815b13a589aaedb0e0f0bf2f8b12af43eafdd6a,category=other;library=cui.pretty
footprint,,footprints/other/cui.pretty/CUI_SJ-3524-SMT.kicad_mod,UNCHANGED,55b8339b0ea48b3b6c137aacce5ca2483aedf5142fd024ef6ce4c18ba26947ce,category=other;library=cui.pretty
footprint,,footprints/other/cui.pretty/CUI_SJ-43516-SMT.kicad_mod,UNCHANGED,a38c0e568727b923a0336495c8ca843821cfe28de4a4f8a948d4bef58f70d972,category=other;library=cui.pretty
footprint,,footprints/other/cui.pretty/CUI_SJ1-352XN.kicad_mod,UNCHANGED,fc7ce0afc4b3b5c0309067eaf67a5229cc19c37028c8d47f7933973ea96ba4c6,category=other;library=cui.pretty
footprint,,footprints/other/cui.pretty/MD-40SMK.kicad_mod,UNCHANGED,d87c9cbe6e1fdd820b02a5521daed0fecb92fb1c03a91bcc10309d3bbbc9ce86,category=other;library=cui.pretty
footprint,,footprints/other/cui.pretty/PJ-102AH.kicad_mod,UNCHANGED,c34494380da5d3175eb3dbe8eea42b7d25a0a730abdc53069e6907f618f32310,category=other;library=cui.pretty
footprint,,footprints/other/eastrising.pretty/ER-CON06HT-1.kicad_mod,UNCHANGED,2353f31be7f204f3df054046ab5374599486f8bde4636c736fb423d062762191,category=other;library=eastrising.pretty
footprint,,footprints/other/eastrising.pretty/ER-CON24HT-1.kicad_mod,UNCHANGED,1d67f57072c3fdb60a3e3d8bab54c9bf430b53b4d3a61e47b0a154533b411628,category=other;library=eastrising.pretty
footprint,,footprints/other/eastrising.pretty/ER-CON50HT-1.kicad_mod,UNCHANGED,ac208c4625e6b18210c9894d6d2bef9e1b3be24d63b83c62d2dfae76fcc08cb3,category=other;library=eastrising.pretty
footprint,,footprints/other/eastrising.pretty/ER-TFT024-3.kicad_mod,UNCHANGED,9bc254d3fda261a3b8827a5c31d46473658741907aef4d5f390a3958e9bb9769,category=other;library=eastrising.pretty
footprint,,footprints/other/epcos.pretty/EPCOS_DCC6C.kicad_mod,UNCHANGED,6251725973a173b76cc4bb5998473ae4b723679ff6d70a08242cb09ee38ec96b,category=other;library=epcos.pretty
footprint,,footprints/other/fiducial.pretty/FIDUCIAL_65MIL.kicad_mod,UNCHANGED,8a7e9cd01541189c6d1bb2fe8d16fb16e741e889010061df19072e44b02f7338,category=other;library=fiducial.pretty
footprint,,footprints/other/harwin.pretty/HARWIN_M20-9960645.kicad_mod,UNCHANGED,025e0a653d536474456f19c26df6d0d2d0e52cfc1b1452f529426cc463b918ef,category=other;library=harwin.pretty
footprint,,footprints/other/header.pretty/HEADER_10X1_TH_254.kicad_mod,UNCHANGED,c7d0b9e6d65a742745477cca595ccecf814576a28f2ca8eaa60c518bfc62732e,category=other;library=header.pretty
footprint,,footprints/other/header.pretty/HEADER_11X2_REV_SM_254.kicad_mod,UNCHANGED,5cd2d279667862dd59571f1557b58b782c0d9088ac059f13eacb9faefcc78435,category=other;library=header.pretty
footprint,,footprints/other/header.pretty/HEADER_11X2_REV_SM_254_AP.kicad_mod,UNCHANGED,5a88448d09ee5c1876608287ab891530f5857efacb49fb182cc2e68fb39d468e,category=other;library=header.pretty
footprint,,footprints/other/header.pretty/HEADER_11X2_SM_254.kicad_mod,UNCHANGED,fc60e8167f9501ce2c003311020e3da548c5b57e954a25aca84001296407692e,category=other;library=header.pretty
footprint,,footprints/other/header.pretty/HEADER_11X2_TH_254.kicad_mod,UNCHANGED,2966ea97bf7a5935ed68707b2ed3b059340266df5a31161ce7d3343f8df6fb35,category=other;library=header.pretty
footprint,,footprints/other/header.pretty/HEADER_12X2_TH_254.kicad_mod,UNCHANGED,a4bb83166e1107e49934db9b9a5df2b77f57843381f7519bd361d5ed82c78ffc,category=other;library=header.pretty
footprint,,footprints/other/header.pretty/HEADER_13X2_REV_SM_254.kicad_mod,UNCHANGED,fdad80c3d01a2a6b60ec5a7177c5b515455f76399b43e61819522d9e4352f604,category=other;library=header.pretty
footprint,,footprints/other/header.pretty/HEADER_13X2_REV_SM_254_AP.kicad_mod,UNCHANGED,f582da1dfbec9f0be0d788066beb6652efa13e411d1ef6284bc87c5cf71f3935,category=other;library=header.pretty
footprint,,footprints/other/header.pretty/HEADER_13X2_SM_254.kicad_mod,UNCHANGED,bfc0bde715d6fa39e7f87df744157470f533c717654855785cf0ad638bf44b80,category=other;library=header.pretty
footprint,,footprints/other/header.pretty/HEADER_13X2_TH_254.kicad_mod,UNCHANGED,dcc6af2311dd1d493d060c995590681d57a89a7d9562a88c52e25057c4e6e24b,category=other;library=header.pretty
footprint,,footprints/other/header.pretty/HEADER_16X2_TH_254.kicad_mod,UNCHANGED,b1854b84612af4c011f783ac1ae3752f4274f3f3a59c1a24b01e4edd06231542,category=other;library=header.pretty
footprint,,footprints/other/header.pretty/HEADER_1X8_TH_254.kicad_mod,UNCHANGED,f4b0431760204c972dfc88227cac2100b7d421de4702d27d6fefec4aaf7a27ac,category=other;library=header.pretty
footprint,,footprints/other/header.pretty/HEADER_20X2_SM_254_AP.kicad_mod,UNCHANGED,9e73ef6b7ac857d957cc42a4ac755a604c96cd193423832de83de249bb76d40b,category=other;library=header.pretty
footprint,,footprints/other/header.pretty/HEADER_20X2_TH_254.kicad_mod,UNCHANGED,210d924c512f36fca043335a05a12d4f885433f8c6101ef3b20ea2746e1a648d,category=other;library=header.pretty
footprint,,footprints/other/header.pretty/HEADER_2X2_TH_254.kicad_mod,UNCHANGED,9cbe423b70e0bea2e9b59a1df8fa6f1bdc5d69c98f01f80fd166644fd31c81e7,category=other;library=header.pretty
footprint,,footprints/other/header.pretty/HEADER_3X2_TH_254.kicad_mod,UNCHANGED,08d0c27832f592c50244cad58e7f1a8197f40581c345c5311e2140c9980f65b3,category=other;library=header.pretty
footprint,,footprints/other/header.pretty/HEADER_4X2_TH_254.kicad_mod,UNCHANGED,d0ef2e920d997182588ccf74b6a5245cd4a3edf11f42a02a0ec511f1ed78b374,category=other;library=header.pretty
footprint,,footprints/other/header.pretty/HEADER_5X2_SM_127.kicad_mod,UNCHANGED,20476e5777d7eba68640e748fcb2cfd95047f8876c629606512b12594de3664a,category=other;library=header.pretty
footprint,,footprints/other/header.pretty/HEADER_5X2_TH_254.kicad_mod,UNCHANGED,36c53445672489f35b14935788e3fd1330716e5067bb0b004399a56fc4a4175c,category=other;library=header.pretty
footprint,,footprints/other/hirose.pretty/HIROSE_DF9-41S.kicad_mod,UNCHANGED,6ab53d73539785d16fb57b55f42f3db407bc57b1af7b81e13ae63ac8e461f672,category=other;library=hirose.pretty
footprint,,footprints/other/hirose.pretty/HIROSE_DM3D.kicad_mod,UNCHANGED,8e162ff8fd2f6da6885f7d54a6985999783e5cc223361dc27f5dcd54cd66de5d,category=other;library=hirose.pretty
footprint,,footprints/other/hole.pretty/HOLE_3200UM.kicad_mod,UNCHANGED,ba064af74c20261a06707e22a87e4a9642c064a0ec604a604e7eca39ebab4bb2,category=other;library=hole.pretty
footprint,,footprints/other/hole.pretty/HOLE_3200UM_VIAS.kicad_mod,UNCHANGED,b1a68036638e8f906d559e6b282ab48597e3710a0d161d1b08bfd4d7d0eb6f7c,category=other;library=hole.pretty
footprint,,footprints/other/hole.pretty/HOLE_3P2MM.kicad_mod,UNCHANGED,d2e790f42a9576093733b5cffc0e69c4953802837f32c08d75668a7dec36bd7f,category=other;library=hole.pretty
footprint,,footprints/other/idi.pretty/R-100.kicad_mod,UNCHANGED,84ed627005a35611d1912c2112e44417c9bfd7974c105b5c483e3238e7b49d61,category=other;library=idi.pretty
footprint,,footprints/other/ipc_beadc.pretty/IPC_BEADC160X80X95L40N.kicad_mod,UNCHANGED,32462628497075b85241576c795a9aa8b2be6a629061f48860c934d6de9c339e,category=other;library=ipc_beadc.pretty
footprint,,footprints/other/ipc_beadc.pretty/IPC_BEADC200X125X105L50N.kicad_mod,UNCHANGED,45d7ec3b1d61ddd5eff647b14f5d5bbd8d63060942118caea54b15a02749d0d9,category=other;library=ipc_beadc.pretty
footprint,,footprints/other/ipc_bga.pretty/IPC_BGA196CP65_14X14_1000X1000X143B30N.kicad_mod,UNCHANGED,9b3218d02a2ad9d8f90c07a0373b3e090384ee3884a17e25f539284b02cb4bba,category=other;library=ipc_bga.pretty
footprint,,footprints/other/ipc_bga.pretty/IPC_BGA196CP80_14X14_1200X1200X152B43N.kicad_mod,UNCHANGED,0cd286260fb54cdbe1b868f93474ac4f597c6c33012365cc1c413104a901a09b,category=other;library=ipc_bga.pretty
footprint,,footprints/other/ipc_bga.pretty/IPC_BGA20CP40_5X4_201X161X62B26N.kicad_mod,UNCHANGED,dd42c55f7943257798f0d13c6fe786eaacdb948e3d0b7eb939a32e6b878f7cbf,category=other;library=ipc_bga.pretty
footprint,,footprints/other/ipc_bga.pretty/IPC_BGA256CP100_16X16_1700X1700X155B50N.kicad_mod,UNCHANGED,410237d0d8c4f0591975f3ec4b3a8b5c1d69392ddeef4722f50e56bdd3166a9b,category=other;library=ipc_bga.pretty
footprint,,footprints/other/ipc_bga.pretty/IPC_BGA256CP100_16X16_1700X1700X178B55N.kicad_mod,UNCHANGED,e20f4e8f09915ea741d546466aed4a3bc2a9dd11bdde6d496a006aaae3fd8cb8,category=other;library=ipc_bga.pretty
footprint,,footprints/other/ipc_bga.pretty/IPC_BGA256CP50_16X16_900X900X100B30N.kicad_mod,UNCHANGED,7e3321515edf9a0b5bc1d318c8d421be497bd01250c120a0c01c335885f54a6b,category=other;library=ipc_bga.pretty
footprint,,footprints/other/ipc_bga.pretty/IPC_BGA256CP80_16X16_1400X1400X170B45N.kicad_mod,UNCHANGED,a885c0799537524431a47f56ddd0324961ccffaad566b98937236c4adb340198,category=other;library=ipc_bga.pretty
footprint,,footprints/other/ipc_bga.pretty/IPC_BGA400CP127_20X20_2700X2700X260B75N.kicad_mod,UNCHANGED,648039d77ad852ec3acd966df6f4366ce2b5fb5e70f4e22f64f6a9d4de15ad41,category=other;library=ipc_bga.pretty
footprint,,footprints/other/ipc_bga.pretty/IPC_BGA4CP35_2X2_71X71X40B20N.kicad_mod,UNCHANGED,9161ee23ac5a33f05cf0468f8e46fdd4896378ac82fff8479c5a164d547b4f59,category=other;library=ipc_bga.pretty
footprint,,footprints/other/ipc_bga.pretty/IPC_BGA8CP50_2X4_86X186X50B23N.kicad_mod,UNCHANGED,a5f9d392aab97114f324f1403bb21412b80870d698bdf624da2e16f6a944b953,category=other;library=ipc_bga.pretty
footprint,,footprints/other/ipc_capae.pretty/IPC_CAPAE430X540N.kicad_mod,UNCHANGED,2d8d079ac83c588ffbf4387a56075c662ba33ba7ae6bd0a1dcecde2e5414283e,category=other;library=ipc_capae.pretty
footprint,,footprints/other/ipc_capae.pretty/IPC_CAPAE530X540N.kicad_mod,UNCHANGED,a173b668f2fcb76fa4295764ac92d0542c158c0f7fe1a7849ee5aa84481c00f9,category=other;library=ipc_capae.pretty
footprint,,footprints/other/ipc_capae.pretty/IPC_CAPAE660X790N.kicad_mod,UNCHANGED,7018b0d9c6a942a344779a08ee56b275feb9de5a40d7ed2934f92d9dda42fde6,category=other;library=ipc_capae.pretty
footprint,,footprints/other/ipc_capae.pretty/IPC_CAPAE830X620N.kicad_mod,UNCHANGED,ec3a6958a50c312c6c45e2882f005176febf35812dfe5c3ac838500b77fec328,category=other;library=ipc_capae.pretty
footprint,,footprints/other/ipc_capc.pretty/IPC_CAPC100X50X55L25N.kicad_mod,UNCHANGED,61752ce4457346be9f3aacb9f4f6b0f97895eab15365abaa1f4d9200fe7900aa,category=other;library=ipc_capc.pretty
footprint,,footprints/other/ipc_capc.pretty/IPC_CAPC160X80X90L35N.kicad_mod,UNCHANGED,ab5577b29833dd86bbc6e699ff001249b430f3626606b118b3c7d79d982f9d17,category=other;library=ipc_capc.pretty
footprint,,footprints/other/ipc_capc.pretty/IPC_CAPC200X125X135L45N.kicad_mod,UNCHANGED,f4bb8b5e48942c7a195be54fe14b7b0d802c421be6143cfadeb57ad4f52b7911,category=other;library=ipc_capc.pretty
footprint,,footprints/other/ipc_capc.pretty/IPC_CAPC320X160X180L55N.kicad_mod,UNCHANGED,e2d82dd25c93f3e299326efa0d4b3a03f5e0c419c2cc371fa16ea40b745b9012,category=other;library=ipc_capc.pretty
footprint,,footprints/other/ipc_capc.pretty/IPC_CAPC60X30X33L15N.kicad_mod,UNCHANGED,9d25cef3f53ba4738d5ac68b9f3957ae475494b7e91a4c2dec12643aeb654933,category=other;library=ipc_capc.pretty
footprint,,footprints/other/ipc_capmp.pretty/IPC_CAPMP7343X310N.kicad_mod,UNCHANGED,5c5fbc15defc55e8379540911caa07bfd8b1dbf831e915437565c115e24c0959,category=other;library=ipc_capmp.pretty
footprint,,footprints/other/ipc_diom.pretty/IPC_DIOM5127X229N.kicad_mod,UNCHANGED,2f6f5956bec6e29e36441ce281f5bdfac00512c9a591bff081a003e146f89d02,category=other;library=ipc_diom.pretty
footprint,,footprints/other/ipc_diom.pretty/IPC_DIOM5226X203N.kicad_mod,UNCHANGED,c20d44b6d58d0514de15fe0c93fcf0cf4d1e61d09449662f39edff1c15402263,category=other;library=ipc_diom.pretty
footprint,,footprints/other/ipc_fussc.pretty/IPC_FUSSC257X321X120L50N.kicad_mod,UNCHANGED,f2883b9fb4a2049a6063c5c8e213fd454582d70706fea948d1f8196efba4371e,category=other;library=ipc_fussc.pretty
footprint,,footprints/other/ipc_indc.pretty/IPC_INDC100X50X60L20N.kicad_mod,UNCHANGED,a1af4e5941da069611f658fd5117f8f6d03c400b4db1a378f4aa151a93c5c5b9,category=other;library=ipc_indc.pretty
footprint,,footprints/other/ipc_indc.pretty/IPC_INDC160X80X100L30N.kicad_mod,UNCHANGED,5909edf3131f4ff33942a4e1c98aee5886a59d6b757c2fb57cb2012149ed13fb,category=other;library=ipc_indc.pretty
footprint,,footprints/other/ipc_indc.pretty/IPC_INDC200X125X145L50N.kicad_mod,UNCHANGED,217518f9d9c71c68a9a8508775fbdf142d2e1c971165e6fcf26dcf8b979cdaaa,category=other;library=ipc_indc.pretty
footprint,,footprints/other/ipc_indc.pretty/IPC_INDC200X160X100L50N.kicad_mod,UNCHANGED,fe7ac237d31a2854bc3791ed65cf3bb2ea8b3929ac9353e79015965afeadced1,category=other;library=ipc_indc.pretty
footprint,,footprints/other/ipc_indc.pretty/IPC_INDC250X200X120L60N.kicad_mod,UNCHANGED,b96c1a4a6d49312ea67c1e5127c9ff54cf4d884f601e2686c689f8a7fc3edb63,category=other;library=ipc_indc.pretty
footprint,,footprints/other/ipc_indc.pretty/IPC_INDC60X30X33L15N.kicad_mod,UNCHANGED,4bd76f4628692541c66fef671c7cb3750350ddad0f850dd9a34fb16c4881e4ea,category=other;library=ipc_indc.pretty
footprint,,footprints/other/ipc_ledc.pretty/IPC_LEDC1608X90L40N.kicad_mod,UNCHANGED,0c6c924fcdc5bcb75591a9481949cea57d4b82b3139974831d08d4bc69efaf60,category=other;library=ipc_ledc.pretty
footprint,,footprints/other/ipc_osccc.pretty/IPC_OSCCC320X250X110L75X100N.kicad_mod,UNCHANGED,530b0fc2d95047f6609b1dcaefdd0eb4e02602df4587a685849e1ffcf2562620,category=other;library=ipc_osccc.pretty
footprint,,footprints/other/ipc_osccc.pretty/IPC_OSCCC320X250X120L75X100N.kicad_mod,UNCHANGED,a0ac5275992d9ab11ffd120e2b6487fc857454a0fe7e53576da6242e7348726a,category=other;library=ipc_osccc.pretty
footprint,,footprints/other/ipc_osccc.pretty/IPC_OSCCC320X250X80L90X100N.kicad_mod,UNCHANGED,f357e2de3d6d4f9144d1a19c946e658f87dccc7c85809c7df9023bf8a69f1619,category=other;library=ipc_osccc.pretty
footprint,,footprints/other/ipc_osccc.pretty/IPC_OSCCC320X500X105-4N.kicad_mod,UNCHANGED,c4c38580a6259f85377a4e9645e371c55a9014dd6d6d40e859c9a1f4db446326,category=other;library=ipc_osccc.pretty
footprint,,footprints/other/ipc_oscsc.pretty/IPC_OSCSC4P254_500X320X140L100X120N.kicad_mod,UNCHANGED,67ed5737b41fbfc760a2fc6259350cec14dd487999925e1e15c59f026a7c5114,category=other;library=ipc_oscsc.pretty
footprint,,footprints/other/ipc_oscsc.pretty/OSCSC508P500X700X180-4N.kicad_mod,UNCHANGED,04d924268f2d67d43d010ca99e3a11c72c4adae5e5630f332d657ced1ef6c2c9,category=other;library=ipc_oscsc.pretty
footprint,,footprints/other/ipc_qfn.pretty/IPC_QFN17P50_300X300X100L40X24T168N.kicad_mod,UNCHANGED,8e236f03a75e009d5a78e40d14afc6f744b2715f915bfe759a7f4361441729bd,category=other;library=ipc_qfn.pretty
footprint,,footprints/other/ipc_qfn.pretty/IPC_QFN17P50_300X300X100L40X25T160N.kicad_mod,UNCHANGED,8f86b033033b9ad943562e5843064e8e8b7347dd2a27e37f208cfa74294cb45b,category=other;library=ipc_qfn.pretty
footprint,,footprints/other/ipc_qfn.pretty/IPC_QFN25P50_400X400X100L40X24T245N.kicad_mod,UNCHANGED,c0de0c63a86686b4755fc4c0678cabfc72215adace8bed349049d93122cd3a43,category=other;library=ipc_qfn.pretty
